ags,name,lon,lat
09676136,Leidersbach,9.2183,49.9022
09676139,Miltenberg,9.2574,49.7013
09676140,Mömlingen,9.0837,49.8584
09676144,Niedernberg,9.137,49.9114
09676145,Obernburg a.Main,9.1438,49.8427
09676156,Schneeberg (Miltenberg),9.2472,49.6399
09676160,Sulzbach a.Main,9.1514,49.9089
09676165,Weilbach,9.2148,49.6664
09676169,Wörth a.Main,9.1564,49.7973
09676116,Bürgstadt,9.2669,49.7156
09676143,Neunkirchen (Miltenberg),9.3985,49.7065
09676132,Kleinheubach,9.2094,49.7192
09676135,Laudenbach (Miltenberg),9.1738,49.7448
09676153,Rüdenau,9.1807,49.7113
09676128,Hausen (Miltenberg),9.2095,49.8698
09676133,Kleinwallstadt,9.1666,49.8724
09676141,Mönchberg,9.2667,49.7924
09676151,Röllbach,9.2474,49.7738
09676111,Altenbuch,9.4015,49.828
09676158,Stadtprozelten,9.4084,49.7833
09676452,Forstwald,9.1798,49.8261
09676455,Hohe Wart,9.2645,49.9143
09677114,Arnstein (Main-Spessart),9.9669,49.9787
09677127,Eußenheim,9.8087,49.9896
09677129,Frammersbach,9.4704,50.0635
09677131,Gemünden a.Main,9.7008,50.0513
09677148,Karlstadt,9.7641,49.9622
09677154,Triefenstein,9.6028,49.8115
09677155,Lohr a.Main,9.5759,49.9932
09677157,Marktheidenfeld,9.6003,49.8441
09677177,Rieneck,9.6483,50.0932
09677137,Hasloch,9.4913,49.7931
09677151,Kreuzwertheim,9.5153,49.7664
09677182,Schollbrunn,9.4636,49.8352
09677119,Birkenfeld (Main-Spessart),9.6947,49.8586
09677120,Bischbrunn,9.4921,49.8686
09677125,Erlenbach b.Marktheidenfeld,9.6269,49.8192
09677126,Esselbach,9.5291,49.8523
09677135,Hafenlohr,9.6036,49.869
09677146,Karbach (Main-Spessart),9.6379,49.8673
09677178,Roden,9.6262,49.8953
09677181,Rothenfels,9.5898,49.8907
09677193,Urspringen,9.672,49.9018
09677116,Aura i.Sinngrund,9.5746,50.1746
09677122,Burgsinn,9.649,50.1471
09677128,Fellen,9.5899,50.1523
09677159,Mittelsinn,9.6148,50.1934
09677169,Obersinn,9.6152,50.2091
09677132,Gössenheim,9.7811,50.0193
09677133,Gräfendorf,9.7383,50.1212
09677149,Karsbach,9.7833,50.0411
09677164,Neuendorf (Main-Spessart),9.6458,50.0361
09677166,Neustadt a.Main,9.5676,49.93
09677172,Rechtenbach,9.5071,49.9837
09677186,Steinfeld (Main-Spessart),9.6684,49.952
09677142,Himmelstadt,9.7998,49.9244
09677175,Retzstadt,9.8807,49.9115
09677189,Thüngen,9.8578,49.9417
09677203,Zellingen,9.8174,49.8991
09677165,Neuhütten (Main-Spessart),9.4198,50.0031
09677170,Partenstein,9.5168,50.0413
09677200,Wiesthal,9.4308,50.0306
09677452,Burgjoß,9.5327,50.2152
09677453,Forst Aura,9.6846,50.2042
09677454,Forst Lohrerstraße,9.4688,49.9635
09677455,Frammersbacher Forst,9.4967,50.0764
09677456,Fürstl.Löwenstein'scher Park,9.5168,49.9002
09677457,Haurain,9.49,50.091
09677458,Herrnwald,9.5713,50.099
09677459,Langenprozeltener Forst,9.6069,50.0682
09677461,Partensteiner Forst,9.4719,50.0067
09677463,Ruppertshüttener Forst,9.5723,50.0797
09678115,Bergrheinfeld,10.1805,50.0066
09678123,Dittelbrunn,10.221,50.0757
09678128,Euerbach,10.1297,50.0627
09678132,Geldersheim,10.1546,50.042
09678135,Gochsheim,10.2828,50.02
09678136,Grafenrheinfeld,10.1984,50.0029
09678138,Grettstadt,10.3119,49.9848
09678150,Kolitzheim,10.2365,49.9196
09678160,Niederwerrn,10.1737,50.0634
09678168,Poppenhausen,10.1445,50.1003
09678170,Röthlein,10.2154,49.9857
09678174,Schonungen,10.3046,50.0513
09678176,Schwebheim,10.2487,49.9901
09678178,Sennfeld,10.2602,50.0421
09678181,Stadtlauringen,10.36,50.1873
09678186,Üchtelhausen,10.2698,50.0923
09678190,Waigolshausen,10.1217,49.9626
09678192,Wasserlosen,10.0297,50.095
09678193,Werneck,10.0997,49.9826
09678122,Dingolshausen,10.3878,49.9064
09678124,Donnersdorf,10.4177,49.9699
09678130,Frankenwinheim,10.314,49.887
09678134,Gerolzhofen,10.3509,49.8999
09678153,Lülsfeld,10.3201,49.8677
09678157,Michelau i.Steigerwald,10.4302,49.9069
09678164,Oberschwarzach,10.4103,49.8608
09678183,Sulzheim (Schweinfurt),10.3398,49.9463
09678175,Schwanfeld,10.1377,49.9216
09678196,Wipfeld,10.1782,49.9212
09678451,Bürgerwald,10.4579,49.8872
09678452,Geiersberg,10.4359,49.8636
09678453,Hundelshausen,10.4723,49.9349
09678454,Nonnenkloster,10.4359,49.8906
09678455,Stollbergerforst,10.4304,49.8806
09678456,Vollburg,10.4609,49.904
09678457,Wustvieler Forst,10.4974,49.8992
09679126,Eisingen (Würzburg),9.8305,49.7593
09679134,Gaukönigshofen,10.0025,49.6334
09679136,Gerbrunn,9.9829,49.7786
09679142,Güntersleben,9.9067,49.8697
09679143,Hausen b.Würzburg,10.027,49.928
09679147,Höchberg,9.8811,49.7847
09679155,Kleinrinderfeld,9.8443,49.6994
09679156,Kürnach,10.0399,49.8466
09679164,Neubrunn (Würzburg),9.6722,49.731
09679170,Ochsenfurt,10.0608,49.6654
09679175,Randersacker,9.9821,49.7592
09679176,Reichenberg (Würzburg),9.9162,49.7317
09679180,Rimpar,9.9564,49.8571
09679185,Rottendorf,10.0264,49.7903
09679193,Theilheim,10.0304,49.7539
09679194,Thüngersheim,9.8416,49.8786
09679200,Leinach,9.799,49.8654
09679201,Unterpleichfeld,10.0446,49.8685
09679202,Veitshöchheim,9.8726,49.8332
09679204,Waldbrunn (Würzburg),9.8004,49.758
09679205,Waldbüttelbrunn,9.8421,49.7876
09679209,Zell a.Main,9.8693,49.811
09679114,Aub,10.0641,49.552
09679135,Gelchsheim,10.021,49.573
09679188,Sonderhofen,10.0017,49.5945
09679117,Bergtheim,10.0674,49.8987
09679169,Oberpleichfeld,10.0851,49.8768
09679124,Eibelstadt,10.0009,49.7249
09679131,Frickenhausen a.Main,10.0936,49.6711
09679187,Sommerhausen,10.0258,49.706
09679206,Winterhausen,10.0149,49.708
09679130,Estenfeld,10.0042,49.8305
09679167,Eisenheim,10.1799,49.89
09679174,Prosselsheim,10.1286,49.8634
09679122,Bütthard,9.8796,49.5992
09679138,Giebelstadt,9.9474,49.6534
09679144,Helmstadt,9.7074,49.7606
09679149,Holzkirchen (Würzburg),9.6806,49.782
09679177,Remlingen,9.6947,49.8043
09679196,Uettingen,9.7297,49.7954
09679137,Geroldshausen,9.9006,49.6842
09679153,Kirchheim (Würzburg),9.858,49.656
09679154,Kist,9.8449,49.7444
09679165,Altertheim,9.7636,49.7276
09679128,Erlabrunn,9.8422,49.8601
09679161,Margetshöchheim,9.8639,49.8359
09679118,Bieberehren,10.0082,49.5148
09679179,Riedenheim,9.9744,49.5566
09679182,Röttingen,9.9697,49.5103
09679192,Tauberrettersheim,9.9359,49.4942
09679141,Greußenheim,9.7655,49.814
09679146,Hettstadt,9.8158,49.8015
09679451,Gramschatzer Wald,9.9534,49.9017
09679452,Guttenberger Wald,9.8682,49.7347
09679453,Irtenberger Wald,9.8059,49.7363
09761000,Augsburg,10.8976,48.3684
09762000,Kaufbeuren,10.6206,47.8797
09763000,Kempten (Allgäu),10.3178,47.724
09764000,Memmingen,10.1816,47.985
09771112,Affing,10.9818,48.4575
09771113,Aichach,11.1337,48.4614
09771130,Friedberg,10.9847,48.3539
09771140,Hollenbach,11.0751,48.4883
09771141,Inchenhofen,11.1154,48.5111
09771142,Kissing,10.987,48.2958
09771145,Merching,10.9837,48.2442
09771158,Rehling,10.9249,48.4869
09771160,Ried,11.0433,48.2899
09771114,Aindling,10.953,48.5138
09771155,Petersdorf,11.0181,48.5077
09771169,Todtenweis,10.9303,48.5161
09771144,Kühbach,11.1844,48.4917
09771162,Schiltberg,11.2495,48.4618
09771111,Adelzhausen,11.1377,48.3571
09771122,Dasing,11.0483,48.3848
09771129,Eurasburg (Aichach-Friedberg),11.0859,48.3352
09771149,Obergriesbach,11.0649,48.4217
09771165,Sielenbach,11.1649,48.4022
09771146,Mering,10.9885,48.2672
09771163,Schmiechen,10.9658,48.2128
09771168,Steindorf,11.0011,48.2156
09771156,Pöttmes,11.0891,48.5846
09771176,Baar (Schwaben),10.9603,48.5889
09772111,Adelsried,10.7194,48.4255
09772115,Altenmünster,10.5905,48.4648
09772117,Aystetten,10.7754,48.4049
09772121,Biberbach,10.8116,48.5185
09772125,Bobingen,10.8355,48.272
09772130,Diedorf,10.7821,48.358
09772131,Dinkelscherben,10.5907,48.3477
09772141,Fischach,10.6559,48.2905
09772145,Gablingen,10.8235,48.4557
09772147,Gersthofen,10.879,48.4248
09772149,Graben,10.8224,48.1888
09772159,Horgau,10.6839,48.3949
09772163,Königsbrunn,10.8896,48.2675
09772167,Kutzenhausen,10.6937,48.3419
09772171,Langweid a.Lech,10.8557,48.4928
09772177,Meitingen,10.8537,48.5468
09772184,Neusäß,10.8316,48.3954
09772200,Schwabmünchen,10.7577,48.179
09772202,Stadtbergen,10.8459,48.3674
09772207,Thierhaupten,10.9077,48.566
09772215,Wehringen,10.8003,48.2452
09772223,Zusmarshausen,10.5967,48.3987
09772114,Allmannshofen,10.8045,48.6128
09772134,Ehingen (Augsburg),10.7996,48.5973
09772136,Ellgau,10.8691,48.5994
09772166,Kühlenthal,10.8207,48.5655
09772185,Nordendorf,10.8314,48.5949
09772217,Westendorf (Augsburg),10.8366,48.5734
09772126,Bonstetten,10.7063,48.4391
09772137,Emersacker,10.6733,48.489
09772156,Heretsried,10.7369,48.459
09772216,Welden,10.6586,48.4576
09772148,Gessertshausen,10.7339,48.3313
09772211,Ustersbach,10.6407,48.3158
09772168,Langenneufnach,10.6053,48.2654
09772178,Mickhausen,10.6397,48.2445
09772179,Mittelneufnach,10.5967,48.1758
09772197,Scherstetten,10.6408,48.1807
09772214,Walkertshofen,10.5905,48.2263
09772151,Großaitingen,10.7815,48.2288
09772160,Kleinaitingen,10.8407,48.2193
09772186,Oberottmarshausen,10.8572,48.2383
09772162,Klosterlechfeld,10.83,48.1589
09772209,Untermeitingen,10.8142,48.1607
09772157,Hiltenfingen,10.7181,48.1616
09772170,Langerringen,10.7594,48.1425
09772451,Schmellerforst,10.5179,48.3199
09773117,Bissingen,10.6171,48.7147
09773122,Buttenwiesen,10.7213,48.6044
09773125,Dillingen a.d.Donau,10.4966,48.5772
09773144,Lauingen (Donau),10.4299,48.5703
09773113,Bächingen a.d.Brenz,10.3121,48.5462
09773136,Gundelfingen a.d.Donau,10.3675,48.5491
09773137,Haunsheim,10.3771,48.5972
09773153,Medlingen,10.3181,48.5676
09773112,Bachhagel,10.3215,48.6328
09773170,Syrgenstein,10.3011,48.6578
09773187,Zöschingen,10.3243,48.6733
09773147,Mödingen,10.4309,48.6445
09773183,Wittislingen,10.415,48.6204
09773186,Ziertheim,10.3966,48.6541
09773119,Blindheim,10.6182,48.6317
09773139,Höchstädt a.d.Donau,10.5672,48.6117
09773146,Lutzingen,10.5445,48.6467
09773150,Finningen,10.4974,48.6569
09773164,Schwenningen (Dillingen a.d.Donau),10.6518,48.6555
09773116,Binswangen,10.6404,48.5578
09773143,Laugna,10.6954,48.5297
09773179,Villenbach,10.6152,48.5095
09773182,Wertingen,10.6826,48.5619
09773188,Zusamaltheim,10.6354,48.53
09773111,Aislingen,10.4559,48.5066
09773133,Glött,10.4844,48.5
09773140,Holzheim (Dillingen a.d.Donau),10.5296,48.5138
09774116,Ursberg,10.4443,48.2655
09774119,Bibertal,10.185,48.4173
09774121,Burgau,10.4062,48.4319
09774122,Burtenbach,10.4482,48.3396
09774135,Günzburg,10.2814,48.4545
09774144,Jettingen-Scheppach,10.436,48.3891
09774145,Kammeltal,10.3649,48.3727
09774150,Krumbach (Schwaben),10.3606,48.2422
09774155,Leipheim,10.2233,48.4481
09774162,Neuburg a.d.Kammel,10.3602,48.3043
09774136,Gundremmingen,10.4042,48.501
09774171,Offingen,10.362,48.4824
09774174,Rettenbach (Günzburg),10.3527,48.4584
09774127,Dürrlauingen,10.4331,48.4667
09774140,Haldenwang (Günzburg),10.4493,48.4375
09774151,Landensberg,10.5234,48.4345
09774178,Röfingen,10.4444,48.4244
09774196,Winterbach (Günzburg),10.4883,48.4642
09774118,Bubesheim,10.2534,48.4335
09774148,Kötz,10.2733,48.407
09774133,Ellzee,10.3187,48.3375
09774143,Ichenhausen,10.3055,48.3724
09774191,Waldstetten (Günzburg),10.291,48.3488
09774111,Aletshausen,10.3895,48.1998
09774117,Breitenthal (Günzburg),10.2978,48.2372
09774124,Deisenhausen,10.3247,48.2562
09774129,Ebershausen,10.3134,48.2046
09774189,Wiesenbach (Günzburg),10.3131,48.3036
09774192,Waltenhausen,10.3634,48.1895
09774115,Balzhausen,10.4933,48.2421
09774160,Münsterhausen,10.4555,48.3086
09774185,Thannhausen,10.4701,48.2825
09774166,Aichen,10.5391,48.2271
09774198,Ziemetshausen,10.5323,48.2936
09774451,Ebershauser-Nattenhauser Wald,10.3431,48.2069
09774452,Winzerwald,10.4345,48.2135
09775115,Bellenberg,10.0939,48.2552
09775129,Illertissen,10.1029,48.2227
09775134,Nersingen,10.1239,48.4286
09775135,Neu-Ulm,9.9987,48.393
09775139,Elchingen,10.0514,48.4375
09775149,Roggenburg,10.2309,48.2783
09775152,Senden (Neu-Ulm),10.0442,48.3238
09775162,Vöhringen (Neu-Ulm),10.0761,48.2773
09775164,Weißenhorn,10.1601,48.3045
09775126,Holzheim (Neu-Ulm),10.1066,48.3795
09775143,Pfaffenhofen a.d.Roth,10.1607,48.3546
09775111,Altenstadt (Neu-Ulm),10.1134,48.1598
09775132,Kellmünz a.d.Iller,10.1294,48.1236
09775142,Osterberg,10.1705,48.1478
09775118,Buch (Neu-Ulm),10.1787,48.2224
09775141,Oberroth,10.191,48.1735
09775161,Unterroth,10.1698,48.1962
09775451,Auwald,10.0742,48.2283
09775452,Oberroggenburger Wald,10.2622,48.2286
09775454,Stoffenrieder Forst,10.2428,48.3315
09775455,Unterroggenburger Wald,10.2727,48.2632
09776111,Bodolz,9.6619,47.5716
09776114,Heimenkirch,9.9038,47.6304
09776116,Lindau (Bodensee),9.6844,47.5465
09776117,Lindenberg i.Allgäu,9.885,47.6023
09776120,Nonnenhorn,9.6086,47.5763
09776122,Opfenbach,9.8334,47.6271
09776125,Scheidegg,9.8483,47.5817
09776128,Wasserburg (Bodensee),9.6385,47.5702
09776129,Weiler-Simmerberg,9.9167,47.5823
09776131,Hergatz,9.8297,47.6496
09776115,Hergensweiler,9.7781,47.6107
09776126,Sigmarszell,9.7631,47.589
09776130,Weißensberg,9.7216,47.5792
09776112,Gestratz,9.9864,47.6479
09776113,Grünenbach,10.0089,47.6287
09776118,Maierhöfen,10.0503,47.653
09776124,Röthenbach (Allgäu),9.9733,47.6229
09776121,Oberreute,9.9441,47.5645
09776127,Stiefenhofen,10.0033,47.5929
09777129,Füssen,10.7004,47.5697
09777130,Germaringen,10.6678,47.9217
09777147,Lechbruck am See,10.7951,47.7012
09777151,Marktoberdorf,10.6185,47.7795
09777152,Mauerstetten,10.67,47.8923
09777153,Nesselwang,10.5001,47.6219
09777159,Pfronten,10.5579,47.5815
09777165,Ronsberg,10.413,47.8981
09777169,Schwangau,10.7369,47.5769
09777173,Halblech,10.8207,47.6298
09777121,Buchloe,10.7238,48.036
09777140,Jengen,10.7254,47.9997
09777145,Lamerdingen,10.7409,48.0925
09777177,Waal,10.7761,47.9961
09777139,Irsee,10.5723,47.9081
09777158,Pforzen,10.6129,47.9298
09777164,Rieden (Ostallgäu),10.6465,47.9539
09777141,Kaltental,10.7533,47.9097
09777155,Oberostendorf,10.7418,47.9425
09777157,Osterzell,10.7437,47.8781
09777172,Stöttwang,10.715,47.8905
09777182,Westendorf (Ostallgäu),10.7131,47.9323
09777111,Aitrang,10.5345,47.8176
09777112,Biessenhofen,10.6399,47.8332
09777118,Bidingen,10.7268,47.8297
09777167,Ruderatshofen,10.5891,47.8189
09777114,Baisweil,10.5418,47.9438
09777124,Eggenthal,10.5119,47.9149
09777128,Friesenried,10.5337,47.8753
09777138,Günzach,10.4353,47.8234
09777154,Obergünzburg,10.4193,47.8458
09777176,Untrasried,10.3795,47.8281
09777131,Görisried,10.5069,47.7068
09777144,Kraftisried,10.4699,47.7792
09777175,Unterthingau,10.5062,47.7715
09777125,Eisenberg (Ostallgäu),10.6044,47.6121
09777135,Hopferau,10.6339,47.6126
09777149,Lengenwang,10.603,47.6987
09777168,Rückholz,10.5398,47.6582
09777170,Seeg,10.6087,47.6546
09777179,Wald (Ostallgäu),10.558,47.7229
09777163,Rieden am Forggensee,10.7129,47.6168
09777166,Roßhaupten,10.7181,47.6526
09777171,Stötten a.Auerberg,10.6887,47.737
09777183,Rettenbach a.Auerberg,10.7492,47.7737
09778116,Bad Wörishofen,10.5928,48.003
09778123,Buxheim (Unterallgäu),10.1345,47.9989
09778137,Ettringen (Unterallgäu),10.6524,48.104
09778168,Markt Rettenbach,10.3948,47.9479
09778169,Markt Wald,10.5811,48.1373
09778173,Mindelheim,10.4911,48.0473
09778196,Sontheim,10.3529,48.0085
09778204,Tussenhausen,10.5613,48.1024
09778119,Böhen,10.3009,47.8813
09778149,Hawangen,10.2632,47.9712
09778186,Ottobeuren,10.3009,47.9417
09778115,Babenhausen (Unterallgäu),10.2534,48.1431
09778130,Egg a.d.Günz,10.2839,48.0864
09778157,Kirchhaslach,10.3097,48.1498
09778184,Oberschönegg,10.2998,48.1072
09778217,Winterrieden,10.2244,48.1217
09778221,Kettershausen,10.2619,48.1822
09778121,Breitenbrunn (Unterallgäu),10.4014,48.137
09778183,Oberrieden,10.4276,48.0869
09778187,Pfaffenhausen,10.4571,48.1205
09778190,Salgen,10.4787,48.1295
09778134,Eppishausen,10.519,48.1679
09778158,Kirchheim i.Schw.,10.4741,48.1729
09778120,Boos (Unterallgäu),10.1942,48.075
09778139,Fellheim,10.1517,48.0727
09778150,Heimertingen,10.1548,48.0382
09778177,Niederrieden,10.189,48.0577
09778188,Pleß,10.1509,48.0934
09778136,Erkheim,10.335,48.0376
09778163,Lauben (Unterallgäu),10.289,48.06
09778180,Kammlach,10.42,48.0451
09778214,Westerheim (Unterallgäu),10.3041,48.0119
09778111,Amberg (Unterallgäu),10.6804,48.0615
09778203,Türkheim,10.6399,48.0598
09778209,Rammingen (Unterallgäu),10.5807,48.0704
09778216,Wiedergeltingen,10.6732,48.0397
09778118,Benningen,10.212,47.9676
09778151,Holzgünz,10.2585,48.0255
09778162,Lachen,10.2386,47.9459
09778171,Memmingerberg,10.2084,47.9877
09778202,Trunkelsberg,10.2191,48.0029
09778205,Ungerhausen,10.2666,48.0052
09778113,Apfeltrach,10.4948,48.0201
09778127,Dirlewang,10.5051,48.0027
09778199,Stetten (Unterallgäu),10.4425,48.0239
09778207,Unteregg,10.4661,47.9633
09778161,Kronburg,10.1564,47.9047
09778164,Lautrach,10.1155,47.8972
09778165,Legau,10.1291,47.8565
09778144,Bad Grönenbach,10.2213,47.8751
09778218,Wolfertschwenden,10.2624,47.8946
09778219,Woringen,10.201,47.9236
09778451,Ungerhauser Wald,10.2841,48.0036
09779115,Asbach-Bäumenheim,10.818,48.6829
09779131,Donauwörth,10.7779,48.7191
09779147,Fremdingen,10.4557,48.9703
09779155,Harburg (Schwaben),10.6926,48.7868
09779169,Kaisheim,10.7968,48.7683
09779178,Marxheim,10.9466,48.7416
09779181,Mertingen,10.8079,48.6572
09779185,Möttingen,10.5913,48.8091
09779194,Nördlingen,10.4928,48.8474
09779196,Oberndorf a.Lech,10.8673,48.6721
09779201,Rain (Donau-Ries),10.9211,48.6905
09779218,Tapfheim,10.6792,48.6711
09779176,Maihingen,10.5021,48.9276
09779177,Marktoffingen,10.4686,48.9238
09779224,Wallerstein,10.4764,48.8849
09779117,Auhausen,10.6217,49.0081
09779138,Ehingen a.Ries,10.5549,48.9651
09779154,Hainsfarth,10.6233,48.9593
09779180,Megesheim,10.6499,48.9389
09779188,Munningen,10.6029,48.9217
09779197,Oettingen i.Bay.,10.6054,48.9553
09779111,Alerheim,10.6163,48.8467
09779112,Amerdingen,10.4863,48.7255
09779130,Deiningen,10.5704,48.8632
09779136,Ederheim,10.4699,48.8088
09779146,Forheim,10.4482,48.7589
09779162,Hohenaltheim,10.5347,48.7842
09779184,Mönchsdeggingen,10.5798,48.7743
09779203,Reimlingen,10.5166,48.8173
09779226,Wechingen,10.6146,48.8928
09779148,Fünfstetten,10.7644,48.8326
09779167,Huisheim,10.7044,48.8232
09779198,Otting,10.7982,48.872
09779228,Wemding,10.7244,48.8724
09779231,Wolferstadt,10.7803,48.9026
09779126,Buchdorf,10.8247,48.7849
09779129,Daiting,10.9042,48.7919
09779186,Monheim,10.8554,48.8414
09779206,Rögling,10.9466,48.8475
09779217,Tagmersheim,10.9742,48.8245
09779149,Genderkingen,10.8791,48.7078
09779163,Holzheim (Donau-Ries),10.9498,48.6127
09779187,Münster (Donau-Ries),10.9062,48.6232
09779192,Niederschönenfeld,10.933,48.7217
09779452,Dornstadt-Linkersbaindt,10.5692,49.0177
09779453,Esterholz,11.0244,48.6342
09780112,Altusried,10.215,47.8036
09780114,Betzigau,10.3807,47.7361
09780115,Blaichach,10.2574,47.5425
09780117,Buchenberg,10.2397,47.696
09780118,Burgberg i.Allgäu,10.2857,47.5386
09780119,Dietmannsried,10.289,47.8087
09780120,Durach,10.3443,47.6975
09780122,Haldenwang (Oberallgäu),10.3464,47.8018
09780123,Bad Hindelang,10.3706,47.5067
09780124,Immenstadt i.Allgäu,10.2189,47.5604
09780125,Lauben (Oberallgäu),10.2971,47.7805
09780128,Oy-Mittelberg,10.4525,47.6461
09780132,Oberstaufen,10.0218,47.5543
09780133,Oberstdorf,10.2761,47.4084
09780137,Rettenberg,10.2907,47.575
09780139,Sonthofen,10.2812,47.5124
09780140,Sulzberg,10.3498,47.6612
09780143,Waltenhofen,10.3044,47.671
09780145,Wertach,10.4102,47.6026
09780146,Wiggensbach,10.2315,47.745
09780147,Wildpoldsried,10.4029,47.7681
09780113,Balderschwang,10.1038,47.4658
09780116,Bolsterlang,10.2323,47.4611
09780121,Fischen i.Allgäu,10.2706,47.4594
09780131,Obermaiselstein,10.2397,47.4494
09780134,Ofterschwang,10.238,47.4958
09780127,Missen-Wilhams,10.1277,47.5976
09780144,Weitnau,10.1265,47.6408
09780451,Kempter Wald,10.4418,47.7099
10041100,Saarbrücken,6.9955,49.2366
10041511,Friedrichsthal,7.0969,49.3223
10041512,Großrosseln,6.8399,49.206
10041513,Heusweiler,6.9287,49.3386
10041514,Kleinblittersdorf,7.0392,49.1568
10041515,Püttlingen,6.885,49.2877
10041516,Quierschied,7.0533,49.3248
10041517,Riegelsberg,6.945,49.3049
10041518,Sulzbach/Saar,7.0601,49.2989
10041519,Völklingen,6.8543,49.2496
10042111,Beckingen,6.6968,49.3942
10042112,Losheim am See,6.7431,49.5097
10042113,Merzig,6.6426,49.4435
10042114,Mettlach,6.6001,49.4939
10042115,Perl,6.3862,49.4734
10042116,Wadern,6.89,49.5395
10042117,Weiskirchen,6.8201,49.5561
10043111,Eppelborn,6.9675,49.4069
10043112,Illingen (Neunkirchen),7.0514,49.3776
10043113,Merchweiler,7.0583,49.359
10043114,Neunkirchen (Neunkirchen),7.1781,49.3455
10043115,Ottweiler,7.1621,49.4025
10043116,Schiffweiler,7.1291,49.3711
10043117,Spiesen-Elversberg,7.1525,49.3154
10044111,Dillingen/Saar,6.7268,49.3516
10044112,Lebach,6.9125,49.4105
10044113,Nalbach,6.7883,49.379
10044114,Rehlingen-Siersburg,6.6802,49.3761
10044115,Saarlouis,6.7512,49.3151
10044116,Saarwellingen,6.8066,49.3537
10044117,Schmelz,6.8579,49.4407
10044118,Schwalbach,6.8159,49.3039
10044119,Überherrn,6.6983,49.2423
10044120,Wadgassen,6.8053,49.2616
10044121,Wallerfangen,6.7165,49.3296
10044122,Bous,6.8019,49.2769
10044123,Ensdorf (Saarlouis),6.7786,49.305
10045111,Bexbach,7.2576,49.3478
10045112,Blieskastel,7.2529,49.2373
10045113,Gersheim,7.21,49.147
10045114,Homburg,7.3402,49.3237
10045115,Kirkel,7.2264,49.2845
10045116,Mandelbachtal,7.1427,49.1971
10045117,St. Ingbert,7.1153,49.279
10046111,Freisen,7.2486,49.5524
10046112,Marpingen,7.0573,49.4517
10046113,Namborn,7.1407,49.5212
10046114,Nohfelden,7.1431,49.5868
10046115,Nonnweiler,6.9706,49.6062
10046116,Oberthal,7.0892,49.5112
10046117,St. Wendel,7.173,49.4684
10046118,Tholey,7.0376,49.484
11000000,Berlin,13.4055,52.5177
12051000,Brandenburg an der Havel,12.5634,52.4087
12052000,Cottbus,14.3351,51.7593
12053000,Frankfurt (Oder),14.5512,52.3447
12054000,Potsdam,13.0536,52.4004
12060005,Ahrensfelde,13.5796,52.5761
12060020,Bernau bei Berlin,13.5879,52.6784
12060052,Eberswalde,13.8204,52.8346
12060181,Panketal,13.5433,52.6546
12060198,Schorfheide,13.6828,52.8501
12060269,Wandlitz,13.4498,52.752
12060280,Werneuchen,13.7309,52.6309
12060024,Biesenthal,13.6312,52.7658
12060034,Breydin,13.836,52.7778
12060154,Marienwerder,13.5992,52.8421
12060161,Melchow,13.7029,52.7757
12060192,Rüdnitz,13.6251,52.7213
12060250,Sydower Fließ,13.7193,52.7089
12060012,Althüttendorf,13.8067,52.9623
12060068,Friedrichswalde,13.7071,53.0287
12060100,Joachimsthal,13.7448,52.9794
12060296,Ziethen (Barnim),13.8949,52.9585
12060036,Britz,13.8111,52.8872
12060045,Chorin,13.8716,52.9021
12060092,Hohenfinow,13.9251,52.8097
12060128,Liepe,13.9682,52.8611
12060149,Lunow-Stolzenhagen,14.1193,52.9224
12060172,Niederfinow,13.9281,52.8339
12060176,Oderberg,14.0447,52.8666
12060185,Parsteinsee,14.0735,52.933
12061020,Bestensee,13.6328,52.243
12061112,Eichwalde,13.6222,52.3716
12061217,Heidesee,13.7908,52.2936
12061219,Heideblick,13.6426,51.8329
12061260,Königs Wusterhausen,13.6245,52.2994
12061316,Lübben (Spreewald),13.8966,51.942
12061320,Luckau,13.7159,51.8527
12061329,Märkische Heide,14.0378,52.0383
12061332,Mittenwalde (Dahme-Spreewald),13.5363,52.2649
12061433,Schönefeld,13.5066,52.3876
12061444,Schulzendorf,13.5964,52.3578
12061540,Wildau,13.6366,52.3214
12061572,Zeuthen,13.6302,52.3533
12061192,Groß Köris,13.6557,52.1597
12061216,Halbe,13.6988,52.1061
12061328,Märkisch Buchholz,13.7619,52.1098
12061344,Münchehofe,13.8364,52.1471
12061448,Schwerin (Dahme-Spreewald),13.637,52.1528
12061492,Teupitz,13.6106,52.1362
12061005,Alt Zauche-Wußwerk,14.016,51.9178
12061061,Byhleguhre-Byhlen,14.1722,51.8793
12061224,Jamlitz,14.3541,51.9916
12061308,Lieberose,14.3006,51.9883
12061352,Neu Zauche,14.0908,51.9286
12061450,Schwielochsee,14.1749,52.0196
12061470,Spreewaldheide,14.1681,51.9305
12061476,Straupitz (Spreewald),14.12,51.9121
12061017,Bersteland,13.7449,51.9652
12061097,Drahnsdorf,13.5761,51.916
12061164,Golßen,13.603,51.9704
12061244,Kasel-Golzig,13.6985,51.9344
12061265,Krausnick-Groß Wasserburg,13.829,52.0318
12061405,Rietzneuendorf-Staakow,13.667,52.0108
12061428,Schlepzig,13.8952,52.0285
12061435,Schönwald (Dahme-Spreewald),13.7649,51.9778
12061471,Steinreich,13.4425,51.9419
12061510,Unterspreewald,13.9029,52.1083
